utterance_key;shard_dix;set_name
id08394/eeBCh7oUcxM/00077;0;train
id08758/uvNzwnQuM9A/00261;0;train
id08774/dkB-v-NyNhs/00193;0;train
id03994/DcdG0FSTnhw/00153;0;train
id03501/RqjYI3p3JMA/00008;0;train
id05984/gzIKTY8zUEc/00161;0;train
id07417/K46Zsh0Zb3M/00073;0;train
id01265/PZNf0Okl_q0/00178;0;train
id03190/dQyd1H6FzJE/00023;0;train
id07527/BPxSm4aFtxw/00157;0;train
id05324/RnP__YZlqrQ/00074;0;train
id07399/DRBrkYdtAIQ/00008;0;train
id06467/zMovpbh3w5s/00020;0;train
id07128/86PDfL_fhc0/00026;0;train
id06905/aBPG0Mx7YrU/00326;0;train
id05435/iqIDtTh7ck4/00183;0;train
id01071/m7V7Og5SU1Q/00022;0;train
id04969/GzCUy1qlo0E/00105;0;train
id01335/d7iVEpXPy8E/00138;0;train
id01016/SFjP1Y6jL58/00039;0;train
id00163/IzT4dMnJbkw/00023;0;train
id01964/xVk5IBYX1wA/00150;0;train
id08206/UerRFyoA5nE/00076;0;train
id05198/tJgmqcVN2o0/00192;0;train
id03689/umoDTW8hbtY/00102;0;train
id08344/z14sFGUyu-Y/00045;0;train
id06397/RHkbbP5pPHo/00041;0;train
id06706/ZNNPJQGRx88/00050;0;train
id08465/j9rhiZ8Ep6k/00054;0;train
id06134/kSQiYsMboes/00067;0;train
id05932/UvES-YsdQmU/00156;0;train
id00270/qZWKtcWlp2Q/00136;0;train
id02359/QiCI0mefCx4/00032;0;train
id02108/j23vyo7HtX8/00030;0;train
id05920/Be7OelYODY8/00080;0;train
id03762/n2_XIUbM880/00049;0;train
id02079/Mm44Pfw6PwM/00085;0;train
id08901/lDTLFGajOB4/00179;0;train
id03725/OBEcR4VO9Dk/00164;0;train
id01555/YR1YsZwkD9g/00033;0;train
id09187/n31bc2Hv7zA/00028;0;train
id08440/CCmOyM76lG8/00028;0;train
id02436/tllUH6kLs_w/00024;0;train
id07351/82V_kXNtxY8/00067;0;train
id06848/ehYP7gy2MUk/00076;0;train
id09139/qC4YjGBYxpY/00088;0;train
id02820/RGxamZxt8cc/00051;0;train
id05261/5OalNyI0jeE/00022;0;train
id03727/ktxQnWjhGFs/00418;0;train
id01798/b0Ws6vfa3rU/00354;0;train
id05792/EGbpBmKMQTc/00021;0;train
id09057/zk0Z6kohCZ4/00026;0;train
id02264/eHWk7m60UYU/00180;0;train
id00373/ok6xXsAL2-0/00229;0;train
id01775/NqBzANotQFM/00009;0;train
id04152/wCBZkAQXsWw/00093;0;train
id02858/6hgsOtXgwGE/00005;0;train
id04527/080YnoLSfd8/00022;0;train
id02222/mII7I4tKuLY/00062;0;train
id07136/ivTFjytuvMk/00390;0;train
id03946/L3v5XH91Q_8/00028;0;train
id04285/bfjmO6ipQr4/00041;0;train
id08775/KNkvQ-s_3vU/00017;0;train
id02365/Qnio2PbkOis/00062;0;train
id06234/jtqfp8Du5E4/00092;0;train
id03364/eVAFDH_mEVw/00077;0;train
id07084/THH0W9RNNEQ/00125;0;train
id04968/5ts97UDuNo8/00056;0;train
id00670/JjRZgql7cP4/00035;0;train
id03454/2ndXkSQrdKQ/00005;0;train
id08593/aaADgS32xT8/00116;0;train
id06214/Tsb_lkZhihc/00029;0;train
id01554/M9a7BnBAPPY/00034;0;train
id08942/D0qksgq7rIM/00056;0;train
id07531/onJ25hE2yQ8/00314;0;train
id05090/kTqCDsT0sYY/00114;0;train
id01407/4D0xJ6xW8FQ/00010;0;train
id04523/XUH99e4LEPI/00209;0;train
id08030/v6yYaUR-_og/00025;0;train
id06583/zLEUZLkqmMU/00351;0;train
id02362/HSeBtLbEmNE/00015;0;train
id08154/vlAMgXur8vM/00047;0;train
id07121/h2mGYogAwd4/00113;0;train
id08314/EW_Wujy4ivE/00064;0;train
id03098/oBoGbq9DzqE/00082;0;train
id07825/7zVMwsuokhg/00018;0;train
id00397/mZ1ZPletV_c/00013;0;train
id03262/0MrAfmNXa7o/00011;0;train
id06494/ZpdMk0FTX14/00105;0;train
id03325/iXDWikUl5cY/00425;0;train
id02669/vYlsJ1qf4VA/00080;0;train
id00960/95p2IAkqQ5E/00067;0;train
id07589/cEKxzq9S_Do/00020;0;train
id03390/tsBCLty05sk/00068;0;train
id04740/gz3niGjh5V8/00082;0;train
id03829/1-otopkzBig/00028;0;train
id07646/LcjExq9_5ho/00027;0;train
id01420/EmJMskIcrvg/00027;0;train
id08647/2NeILeD-wBw/00043;0;train
id08110/5on_3zZDchY/00014;0;train
id06922/s0D_w6k9WTU/00085;0;train
id01716/aVtFAn9Jx5Y/00106;0;train
id02209/rHFRj2cehgo/00072;0;train
id01112/vbMrzHypKBM/00097;0;train
id00255/ReVMaBkarA8/00253;0;train
id01423/QTWzW1OMbE8/00093;0;train
id04569/wRRwBuH56MM/00025;0;train
id06004/8Sx2j8G7dvw/00027;0;train
id04189/LuMhm4VAQRE/00012;0;train
id06070/fihoDyYfIoE/00283;0;train
id00527/GBW65972xow/00044;0;train
id08521/o7nFi1ajhVY/00267;0;train
id08396/MJI6CjZTEpg/00025;0;train
id00693/lQmjVNBYFmk/00112;0;train
id05536/rCIvNZXpaPE/00050;0;train
id03119/HblYnW0NJxM/00030;0;train
id07109/w4AIa2r6RF8/00081;0;train
id08012/rCiolyMglQI/00039;0;train
id01314/456fslP8b5Q/00009;0;train
id06809/vow4T-CvJvE/00125;0;train
id01240/7aaCcqxS6-w/00038;0;train
id01746/1x9mm34NPms/00090;0;train
id01169/WSyNd6ve3AE/00020;0;train
id04747/l5eNxY_bN-E/00206;0;train
id07314/l6jNl2TCwpc/00053;0;train
id03803/2SDfj_QPUdk/00010;0;train
id04946/SpWDz-sKXXI/00013;0;train
id05013/WHyANZi_qmw/00013;0;train
id03434/KJydZghhmBg/00020;0;train
id05274/T3v5hQ7L1dw/00017;0;train
id02719/iuACUA_0b78/00021;0;train
id02950/p_aSurkWrHk/00123;0;train
